type,price,beds,bath,propertysqft,locality,zipcode,distance_to_center,distance_to_wall_street
Multi-family home,678990,3,3,1575.0,Manhattan,10314,21.361496279448115,15.501059562283713
House,800000,3,2,1824.0,Manhattan,11234,17.758072188503423,13.504549748435425
Condo,549000,3,2,1092.0,Manhattan,10314,20.598739966674383,15.127772505880188
House,849000,3,2,2000.0,Manhattan,10312,27.70491438031095,21.792783310303474
House,759999,4,2,2230.0,Manhattan,11432,17.595491783042636,18.684419627845475
Multi-family home,799900,5,2,1750.0,Manhattan,11229,18.650214612492157,13.803064857778672
Co-op,295000,3,1,964.0,Queens,11414,15.304771907878088,13.865507484710019
Co-op,159000,2,1,1010.0,Manhattan,10469,16.751512639467045,22.67920768640135
House,999500,3,2,1144.0,Manhattan,11357,15.465150845444066,19.28408534356799
Condo,329000,2,1,850.0,Manhattan,10304,16.49907890232559,10.521124224078738
House,799000,3,2,1881.0,Manhattan,11226,13.576733657703883,9.007091189772243
House,1188000,4,2,1580.0,Manhattan,11228,15.576547398967701,9.577677608230541
House,729000,3,2,1400.0,Manhattan,10461,14.856119184232742,20.460378953821664
House,599000,4,2,1500.0,Manhattan,10470,18.236928226014136,24.308452061150682
Multi-family home,950000,6,2,3262.0,Manhattan,11368,9.956263153154318,13.41868004366709
Condo,965000,3,1,540.0,Brooklyn,11201,7.610461634798089,2.8138498556242046
Multi-family home,1095000,4,4,2280.0,Manhattan,10308,27.451443206754167,21.47855385765986
Condo,2295000,2,2,1242.0,Manhattan,10013,4.312009665001561,2.0191075870507524
House,460000,3,3,2256.0,Manhattan,11236,14.616681594956992,11.211459670440254
Multi-family home,825000,12,6,3262.0,Manhattan,11207,12.63763328728644,11.002303638344383
House,1230250,3,2,1590.0,Manhattan,11375,12.373247934395408,13.250119261263352
House,799999,3,2,1344.0,Manhattan,11234,17.224473474724544,12.640776982812966
Co-op,259500,2,1,964.0,Queens,11415,14.24009330032279,15.279313733840677
Multi-family home,1300000,15,6,4920.0,Manhattan,11226,13.455063664858246,8.856909142608826
Condo,749000,2,2,1300.0,Queens,11360,17.08251026859308,20.85645459046749
House,265000,2,1,660.0,Manhattan,10305,21.510057912685728,15.37789444324127
House,575000,2,1,900.0,Manhattan,11694,23.704831396660786,20.506773739474816
Multi-family home,849000,4,2,2180.0,Manhattan,10461,16.64379113751006,22.137314642043673
House,875000,2,2,1214.0,Manhattan,11362,21.15341695121702,23.829651537124217
House,599999,3,2,1360.0,Manhattan,10314,20.37490844830896,14.651254314793222
Multi-family home,1150000,5,3,3262.0,Manhattan,11414,17.178572498325032,15.740513506907515
Multi-family home,1295000,4,3,2440.0,Manhattan,11357,15.358143838775982,19.177361246791214
House,250000,3,1,1376.0,Manhattan,11234,15.929971791046706,11.417817105137617
Townhouse,1648000,3,4,1751.0,Manhattan,11375,12.82237892127666,14.056235445734309
House,1675000,4,5,2230.0,Manhattan,11432,17.640365203148917,19.05742433292851
House,950000,3,2,1748.0,Manhattan,11374,11.529000360337914,12.723932713999233
Co-op,449500,1,1,1440.0,Manhattan,10012,3.653634483250037,2.549321043916746
Condo,399000,3,1,500.0,Manhattan,10032,9.36037424583139,15.559518867980152
Co-op,209000,1,1,1078.0,Bronx,10471,16.448356513787168,22.61306581617976
Co-op,280000,3,2,1100.0,Bronx,10461,14.87690737418897,20.348343604026173
House,625000,3,2,2230.0,Manhattan,11417,15.598776105370336,15.000562318515863
Co-op,275000,3,1,1440.0,Manhattan,10128,3.7614842339672823,9.450177823452943
Multi-family home,924800,4,3,2049.0,Manhattan,10307,35.57611886522846,29.804246322717052
House,1300000,6,4,2112.0,Manhattan,11361,19.008688403356093,21.98717255647514
Multi-family home,995000,5,2,2288.0,Manhattan,10312,28.4874434582116,22.61936067462447
Condo,16500000,5,4,4105.0,Manhattan,10023,2.5469315904684287,8.718619329074
Multi-family home,998000,5,3,1738.0,Manhattan,11419,14.682868254243639,14.63318536050644
Multi-family home,899000,7,3,1980.0,Manhattan,10310,18.681784331980214,13.020950341806797
Multi-family home,849000,6,5,3262.0,Manhattan,11436,18.45685686062543,18.033956892952883
Co-op,235000,3,1,964.0,Queens,11694,23.66170029323498,20.243150352570083
House,399999,2,1,2230.0,Manhattan,11694,23.654256118099383,20.651059423814555
House,520000,4,2,1701.0,Manhattan,11233,10.297805275023276,7.710037663831981
Condo,485000,3,2,1155.0,Brooklyn,11236,14.53471337237483,11.657191935851646
Co-op,215000,3,1,1100.0,Brooklyn,11230,15.232277426080286,9.87697682993582
Multi-family home,1288000,6,5,2640.0,Manhattan,10312,30.82326814189128,24.90071312911621
Co-op,270000,2,2,900.0,Queens,11372,9.209929719440405,12.523510233641428
Co-op,375000,2,2,1200.0,Bronx,10463,15.671394725514517,21.855340805994743
Co-op,565000,1,1,845.0,Brooklyn,11215,9.550555461190859,4.70543174756367
Multi-family home,849000,4,3,3262.0,Manhattan,11208,12.490175766346159,11.973337980574186
Co-op,199000,2,1,964.0,Queens,11432,17.241145450958996,18.343454143184363
House,5500000,8,6,9000.0,Manhattan,10471,17.00987510138449,23.192455393711302
House,699000,3,2,2350.0,Manhattan,11234,17.340779331344542,12.8268574658241
Condo,27750000,7,8,8139.0,Manhattan,10011,2.251040602464362,4.615575675331472
House,739000,3,1,1148.0,Manhattan,11426,22.420688643276893,24.584978535301328
Multi-family home,425000,3,2,1700.0,Manhattan,10467,17.167787049913795,23.136190793562193
Co-op,300000,2,1,900.0,Staten Island,10301,14.941919347551208,9.125095393069854
House,569000,3,3,1780.0,Manhattan,10465,14.73044625500691,19.5446984222757
House,789000,5,3,1273.0,Manhattan,11429,22.07876909874082,23.364902976561947
Condo,10500000,3,3,2753.0,Manhattan,10005,6.127068205701002,0.29284919062871134
Co-op,350000,2,1,825.0,Brooklyn,11211,5.797869434682805,4.396781755641614
Multi-family home,1250000,7,4,3262.0,Manhattan,11220,12.676085829374601,6.586879349830043
Townhouse,1499999,4,2,2264.0,Manhattan,11234,17.345489796151416,12.738690013008899
Multi-family home,1488000,6,2,3262.0,Manhattan,11228,15.127796482966207,9.10095710423247
Multi-family home,699000,3,3,3262.0,Manhattan,11420,16.980128731911293,16.767923660649974
House,924900,3,2,1404.0,Manhattan,11204,16.620261073101005,11.052706914748242
Multi-family home,1998000,12,8,5100.0,Manhattan,11224,20.573037148803476,14.621086960909306
House,999000,4,2,2230.0,Manhattan,11365,16.509440481784157,18.638400661903233
Condo,699000,2,2,833.0,Queens,11360,17.60422465775489,21.33155903889302
Co-op,278500,2,1,964.0,Queens,11374,11.221706128583476,12.853157454792196
Co-op,738000,3,2,1440.0,Manhattan,10022,1.7137328219448522,7.017847848788717
House,900000,4,4,2700.0,Manhattan,11693,21.56263976222672,19.143653834900825
Co-op,369000,1,1,1470.0,Queens,11694,23.66073504156166,20.185215997226283
House,609000,3,2,1620.0,Manhattan,10465,16.80169355714025,21.410052800600173
Condo,758000,3,2,1278.0,Manhattan,11356,12.397170468262418,16.849504027880137
Condo,728000,3,2,1890.0,Manhattan,10312,29.05741974773405,23.258778679983514
House,314900,3,3,1200.0,Manhattan,11207,12.423049962865116,10.740728799155637
House,1298000,3,2,2046.0,Manhattan,11379,10.069810430250952,11.47060936709433
Co-op,1095000,4,4,2500.0,Manhattan,11005,22.229117860181187,24.87490966949413
Condo,434900,3,2,1286.0,Staten Island,10314,22.340953147120327,16.80101776041606
Co-op,375000,2,2,1350.0,Bronx,10471,16.320147370529885,22.50926556933188
Multi-family home,1375000,14,8,6000.0,Manhattan,10462,14.66441747878061,20.339262420600004
Townhouse,4680000,3,4,2400.0,Manhattan,10016,1.2284037099072707,5.424574781621765
Co-op,549000,2,2,1200.0,Queens,11375,12.33592184275065,13.887579376541549
House,549000,3,1,1400.0,Manhattan,10310,17.295711924241854,11.642150763961132
House,950000,3,2,1520.0,Manhattan,11375,11.858322833007598,12.895431992215059
Condo,388000,3,1,1786.0,Manhattan,10002,4.728774092573128,2.3094659793748784
Townhouse,5600000,6,6,4917.0,Manhattan,10003,2.371474426869691,3.949101396143336
Multi-family home,1600000,8,6,3472.0,Manhattan,11374,11.23068646882766,12.406197309582451
Multi-family home,1399000,6,2,3262.0,Manhattan,11379,9.464581433628139,10.664766138606176
Condo,575000,2,2,951.0,Queens,11373,9.306111539640737,11.532863654009077
Townhouse,2200000,6,3,2385.0,Manhattan,11215,10.75206958132486,5.25334376058962
Multi-family home,898888,5,2,1550.0,Manhattan,11426,22.93940896024292,24.81620949986929
House,1250000,5,4,3427.0,Manhattan,10309,31.57251819001579,25.866272962678348
Multi-family home,1188000,3,2,2240.0,Manhattan,11214,16.7434769910305,10.8720261302238
Multi-family home,869999,5,3,2080.0,Manhattan,10314,21.492721276272952,15.637702077022677
Co-op,219000,3,1,1050.0,Brooklyn,11229,18.306414902429314,13.499463578922107
Multi-family home,799000,6,2,3262.0,Manhattan,11208,14.141026418064346,12.579674931489599
Co-op,298000,3,2,1100.0,Bronx,10460,13.255458880013721,18.85925420938789
House,1248888,4,4,3500.0,Manhattan,10306,24.577679174046406,18.496784978130183
Condo,3795000,3,2,1887.0,Manhattan,11201,6.224440795905279,1.5554558049052456
Condo,550000,2,2,951.0,Queens,11379,9.047639492695708,9.556864553123706
Co-op,775000,3,1,1440.0,Manhattan,10014,3.4843292570673556,2.8368164057722236
House,650000,4,1,1152.0,Manhattan,10308,25.663259179089554,19.729316043822852
Co-op,410000,1,1,845.0,Brooklyn,11209,15.60155836419427,9.403058758460146
Multi-family home,1650000,9,5,4320.0,Manhattan,11223,18.69850166239952,13.025619001682951
Co-op,325000,2,1,964.0,Queens,11375,11.924580848328462,13.64992194403961
House,700000,3,2,1620.0,Manhattan,10463,15.587701991081746,21.75066432017045
House,930000,3,2,2230.0,Manhattan,11377,7.035278775813817,10.573525957585797
Condo,379000,1,2,704.0,Bronx,10464,19.48644348650039,24.469608035377725
Co-op,568888,3,2,1100.0,Manhattan,11374,11.035843324857213,12.966443662057014
House,1200000,4,3,2052.0,Manhattan,10304,21.28307135044442,15.229776915399118
Condo,799999,3,2,1200.0,Queens,11360,16.96218907460824,20.699617365458057
Multi-family home,300000,3,4,3262.0,Manhattan,11212,12.404644377943855,9.312891840444465
House,669999,4,2,1196.0,Manhattan,10308,26.524735641205716,20.587712467556663
Co-op,299000,3,1,845.0,Brooklyn,11229,18.287285465076113,13.448226757823898
House,548800,3,4,1440.0,Manhattan,10301,15.622985339660069,9.731767017211899
Townhouse,28500000,7,9,12300.0,Manhattan,10021,1.9308214466417832,7.914771131947529
Co-op,259000,2,1,964.0,Queens,11418,14.129737750134142,14.760514791132595
Co-op,425000,2,1,964.0,Queens,11375,12.112217225744113,13.55265270208292
House,950000,4,2,2200.0,Manhattan,11207,11.887408491682574,10.403356514056215
Co-op,185000,2,1,600.0,Manhattan,10032,9.068486212707857,15.260649417615706
House,1688888,4,3,2364.0,Manhattan,11363,20.205081910371664,23.484923775698395
Multi-family home,689000,6,3,3262.0,Manhattan,10458,14.569877329348133,20.630568739803092
Co-op,419000,2,1,964.0,Queens,11367,14.303825436859027,16.220992242398577
House,1199000,4,2,2230.0,Manhattan,11235,20.32362031379478,15.121474540387075
House,899000,3,4,2208.0,Manhattan,10314,23.808705084567922,18.186096684846333
House,675000,3,2,2230.0,Manhattan,11429,20.861221814743335,22.2223925975304
Co-op,875000,2,1,1440.0,Manhattan,10016,1.2103127904724722,5.1799548834801135
House,899000,2,1,1130.0,Manhattan,10036,1.0024644484929606,6.134934195176001
Co-op,219000,2,1,964.0,Queens,11421,12.844635885546737,13.074678899442565
Co-op,120000,2,1,600.0,Bronx,10458,14.898183629116835,20.92257608468487
Condo,470000,2,1,1786.0,Manhattan,10034,12.80579487863952,18.990040449394208
Co-op,229000,2,1,950.0,Bronx,10470,18.7475293799527,24.798222841470842
Multi-family home,3000000,3,32,11760.0,Manhattan,11214,16.42751689473133,10.52385390991836
Multi-family home,1498000,9,8,2961.0,Manhattan,11224,20.13868152670014,14.188197074710123
Condo,2000000,4,3,2000.0,Manhattan,10022,1.7851656970991376,6.687925935085023
Condo,50000000,6,6,6569.0,Manhattan,10013,4.097704760481671,2.2942531580809065
House,550000,3,2,2230.0,Manhattan,11414,15.89557753526636,14.594869759364752
Multi-family home,800000,6,3,2202.0,Manhattan,10466,18.436746353603112,24.402329076330812
Co-op,239000,2,1,798.0,Queens,11414,15.530927675583063,14.258906513301753
Townhouse,29950000,10,13,8750.0,Manhattan,10011,3.167524187043996,3.0390957209642084
House,674999,3,2,1440.0,Manhattan,10309,31.581322424671818,25.87379491701787
House,1228000,3,2,950.0,Manhattan,11354,15.085345260877975,18.59856377824405
Condo,880000,4,4,2400.0,Manhattan,11356,12.237535460757067,16.732118784302926
Co-op,369888,2,2,964.0,Queens,11374,11.55576642241329,13.202659518123816
Co-op,500000,2,2,1440.0,Manhattan,10022,1.299999500471211,6.993030862752082
Multi-family home,499000,4,3,3262.0,Manhattan,11423,20.023673687339073,21.41473704802964
Co-op,175849,2,1,850.0,Bronx,10463,14.5331575207883,20.722779190354537
Multi-family home,499000,3,2,1445.0,Staten Island,10310,17.826101904342806,12.271514441434121
Multi-family home,899975,6,3,1952.0,Manhattan,10466,18.392141570148443,24.35748730447192
House,1474000,4,2,2050.0,Manhattan,11375,12.612643793729118,13.476518130319018
House,2750000,6,5,6300.0,Manhattan,10308,27.346445250565715,21.304412527525614
House,1288000,4,2,1700.0,Manhattan,11366,16.424649055740954,18.10875347562499
House,989000,4,4,2400.0,Manhattan,10306,23.73288365707829,17.585267527023444
House,650000,3,2,2230.0,Manhattan,10304,19.14665315885373,13.070336330759863
Townhouse,5990000,4,4,3750.0,Manhattan,10014,3.078718763991828,3.377601218133212
Co-op,1235000,3,2,905.0,Bronx,10463,14.477944651170587,20.67471079139045
Co-op,785000,1,1,1440.0,Manhattan,10016,1.3104984810206586,5.146229007326297
Co-op,750000,3,2,1750.0,Manhattan,10032,9.2717000917492,15.471465041322586
Multi-family home,1400000,3,3,3262.0,Manhattan,11105,6.142948923338836,11.10198383741329
Multi-family home,865000,6,3,2464.0,Manhattan,10465,15.517902587374547,20.624582965476183
Co-op,324000,1,1,1440.0,Manhattan,11372,8.771371729384077,11.852652897988605
House,1100000,3,4,3750.0,Manhattan,10307,34.536669762945905,28.751840627758043
Multi-family home,2295000,3,7,3262.0,Manhattan,11224,20.457038598857565,14.478419264881612
House,8950000,4,2,2570.0,Manhattan,11201,6.67739445325215,1.5473509936140863
Multi-family home,1348888,3,4,2450.0,Manhattan,10312,29.187587248787455,23.28870831171845
Co-op,220000,2,1,850.0,Bronx,10471,17.556618404092625,23.74982150202691
Co-op,185000,1,1,845.0,Brooklyn,11233,10.176355769073705,8.301232524863702
House,499000,2,2,1350.0,Manhattan,10470,18.54600681597282,24.59499171328373
Multi-family home,999999,4,3,1980.0,Manhattan,11209,15.895510877506274,9.729818387815861
Townhouse,4995000,2,2,2000.0,Manhattan,10014,3.3972743847156317,2.911364523491248
House,1180000,4,4,1820.0,Manhattan,11362,20.867548870664066,23.83427207874635
Condo,609000,2,2,951.0,Queens,11355,12.819707899025701,15.78564136557471
Co-op,250000,2,1,950.0,Brooklyn,11223,19.075346807254004,13.543703008460751
House,689000,3,2,2230.0,Manhattan,11420,16.505630388588415,16.22492045518004
Multi-family home,585000,4,2,3262.0,Manhattan,11691,25.976242129188407,24.42283241249578
Condo,109500,3,1,550.0,Staten Island,10301,18.655723099285257,12.791345778096758
Co-op,299000,3,1,640.0,Manhattan,10022,1.9102909447144825,6.96180291569798
House,995000,3,2,1987.0,Manhattan,10301,16.76283992013703,10.777304168643168
Multi-family home,1499000,6,2,3144.0,Manhattan,11209,14.810367123542086,8.647790151881773
Co-op,299000,2,1,964.0,Queens,11358,16.50830334437522,19.548226336458587
Co-op,279000,3,1,550.0,Manhattan,10034,13.726909737974616,19.908413709233287
House,235000,3,2,2230.0,Manhattan,11420,17.23581456912549,17.081945006625382
Co-op,17900000,6,4,1440.0,Manhattan,10023,1.466729138373481,7.667849619702817
Townhouse,950000,5,3,2288.0,Manhattan,11208,14.551609533458752,12.813017527596632
House,859000,2,2,950.0,Manhattan,11354,14.363832523232976,17.96064913112747
House,1999000,5,4,2000.0,Manhattan,11372,7.8566570909592786,11.064698823362615
House,650000,5,3,2230.0,Manhattan,11233,10.209084057719627,7.511436703057293
House,1100000,4,3,1400.0,Manhattan,11228,15.28985459084421,9.225825147592346
Condo,478900,1,1,554.0,Queens,11374,11.154973692903525,12.737754340059762
Condo,2795000,2,2,965.0,Manhattan,10003,2.7193465158870147,3.486832732320004
Multi-family home,560000,5,2,2624.0,Manhattan,10301,15.675137004766382,9.665491562986801
Multi-family home,868000,3,4,2024.0,Manhattan,10304,20.486655764464334,14.404263834512967
House,999000,3,2,2230.0,Manhattan,11358,16.860709937253663,19.673651700595194
Multi-family home,1590000,5,6,5000.0,Queens,11417,15.68950482527783,14.916769411277183
Co-op,149000,1,1,375.0,Manhattan,10030,7.920192911098966,14.070358695652134
House,594900,4,2,1355.0,Manhattan,11422,23.27358944564128,23.821921859673793
House,799000,3,2,2230.0,Manhattan,11210,16.273750309679592,11.243704450436267
Multi-family home,985000,6,5,3262.0,Manhattan,11413,21.97295358645695,21.70257097630056
House,685000,4,2,2625.0,Manhattan,11412,20.73621570741285,21.512767140050858
Condo,355000,1,1,514.0,Brooklyn,11225,10.50920055923565,5.985719213131194
Co-op,260000,2,1,1440.0,Manhattan,10031,7.274720951143052,13.472053262054464
Townhouse,2600000,5,5,4057.0,Manhattan,11238,8.402604098778138,4.320117407184487
Co-op,220000,1,1,964.0,Queens,11374,11.370718078484007,12.96027689822532
Co-op,489000,2,2,1549.0,Queens,11005,22.669386768331176,25.338404390499328
Multi-family home,1288000,5,2,2375.0,Manhattan,11214,17.248382898385472,11.321093509398057
Condo,200000,2,3,1260.0,Manhattan,10022,0.929317768857685,6.80019983793527
House,625000,3,1,2230.0,Manhattan,11379,9.904343642209822,10.737026873536568
Condo,2245000,2,3,1724.0,Manhattan,10028,3.302423449674954,9.191243642846546
House,899000,3,2,2230.0,Manhattan,11414,17.077222588473752,15.44147368379562
Townhouse,575000,4,2,1330.0,Manhattan,11208,13.642698198983643,11.975490269169683
House,588888,4,2,1640.0,Manhattan,10314,24.33663102110156,18.85413032981878
Multi-family home,899999,8,4,3262.0,Manhattan,11203,12.210775130323306,7.9414938114834674
Co-op,315000,1,1,850.0,Queens,11372,8.726323013379941,11.858840010042824
House,825000,4,2,2230.0,Manhattan,10312,27.432047584659355,21.496602928261904
House,690000,3,2,1325.0,Manhattan,11234,16.85831066489668,12.738669048067292
House,1249949,4,4,2720.0,Manhattan,10307,34.92913006162236,29.14084965121922
House,799000,4,3,2230.0,Manhattan,11236,14.059317448661071,10.92031743815153
Co-op,115000,3,1,964.0,Queens,11432,16.639508406470913,17.757887628549696
House,2088000,4,4,2394.0,Manhattan,11360,18.1637505486915,21.6496669933212
Condo,699000,2,2,1766.0,Queens,11694,23.431978530784605,19.948537050400887
Co-op,119000,1,1,650.0,Bronx,10462,14.461896867745253,20.2445846357901
Multi-family home,1275000,5,3,3262.0,Manhattan,11369,8.688931016947992,12.063403503441771
Condo,410000,2,2,951.0,Queens,11414,15.309276400487576,14.084965774977615
Co-op,309900,2,1,900.0,Bronx,10463,15.766054655999705,21.96018757782144
