type,price,beds,bath,propertysqft,locality,zipcode,distance_to_center,distance_to_wall_street
House,2599000,4,3,3510.0,Manhattan,11234,18.338008647326692,14.276407336682691
Townhouse,1195000,4,2,2625.0,Manhattan,11238,8.451983289191832,4.778362196181336
House,1288000,3,2,1188.0,Manhattan,11209,15.57212903726614,9.405922345596784
Condo,2099000,2,2,1447.0,Brooklyn,11201,6.326747675982,2.104684231261085
Multi-family home,1275000,5,3,1920.0,Manhattan,11220,12.192801959621018,6.10150166778709
Multi-family home,1999999,12,6,6301.0,Brooklyn,11211,6.0008986748182584,5.471475489344261
Co-op,650000,1,1,1440.0,Manhattan,10022,1.6051618645609926,7.221085483981811
Co-op,4800000,3,4,3475.0,Manhattan,10028,3.02478110547599,9.019377701417973
Multi-family home,1680000,7,4,3780.0,Manhattan,11360,17.64367134660883,21.32098788369325
Co-op,299000,1,1,850.0,Queens,11367,13.544249607086838,15.456800683702188
Co-op,845000,1,1,1440.0,Manhattan,10019,1.0275660871875756,7.171866418120386
Co-op,415000,3,1,1440.0,Manhattan,10021,2.3836161720900493,8.034795040379903
Co-op,449000,1,2,1213.0,Queens,11005,22.229117860181187,24.87490966949413
Condo,1250000,3,2,1287.0,Brooklyn,11201,7.362173262012014,2.504011670196197
Townhouse,4395000,5,4,4087.0,Manhattan,11217,8.099095992965582,3.0578825138419834
Co-op,315000,1,1,964.0,Queens,11372,8.79807738656073,11.848461842177336
Co-op,499000,2,1,900.0,Brooklyn,11209,15.023134770837789,8.869209168762676
House,699000,3,2,1700.0,Manhattan,10309,30.846481171540997,25.149414079621994
Condo,625000,4,2,1268.0,Brooklyn,11213,11.350622140113332,7.68687188585688
House,749000,3,2,2230.0,Manhattan,11369,9.362241539693853,12.861321359523465
Multi-family home,949000,4,2,1600.0,Manhattan,11226,12.849125092702586,8.048817213041728
Co-op,1495000,3,1,845.0,Brooklyn,11215,9.795371512061466,4.551598374765035
Townhouse,2395000,6,4,3972.0,Manhattan,10032,9.339126591462536,15.521821504820666
House,1250000,3,4,3328.0,Manhattan,10301,17.75839624222559,11.72373824319873
Multi-family home,3165000,9,5,3262.0,Manhattan,11233,9.689555068893942,7.004177359978582
Co-op,205000,1,1,905.0,Bronx,10463,14.841247545175163,21.020521337654607
Condo,1198000,1,2,951.0,Queens,11105,6.5876945286117925,11.324568194992642
House,2199000,3,3,3454.0,Manhattan,11235,20.366111483699996,15.209664099373152
Co-op,5495000,3,2,3000.0,Manhattan,10013,4.7733468386349305,1.491646300600065
Co-op,625000,1,1,1440.0,Manhattan,10065,1.743093597371752,7.622963008282221
House,1399000,5,4,2230.0,Manhattan,11001,23.378386683402802,25.376915968958986
Co-op,525000,3,1,322.0,Manhattan,10024,3.0119956851169505,9.207029829437888
House,1299000,3,2,1700.0,Manhattan,11209,15.804778488732735,9.611460404170325
Co-op,269000,1,1,964.0,Queens,11372,8.422024817933107,11.406901970775959
Co-op,450000,1,1,1440.0,Manhattan,10028,3.149206348358893,9.0480754580895
Multi-family home,899999,4,2,2194.0,Manhattan,10314,20.034824192787834,14.337422001783224
House,925000,2,2,1077.0,Manhattan,11216,9.76703475434028,6.3250368374121235
Co-op,279000,1,1,600.0,Brooklyn,11228,15.488085502332872,9.382188151243916
Condo,1795000,2,2,1786.0,Manhattan,10025,4.158796708633627,10.339648820500662
Condo,560000,3,1,622.0,Brooklyn,11220,13.02340062198242,7.0968258416657
House,999000,3,2,1260.0,Manhattan,11694,23.110538351919807,19.61653588012072
Multi-family home,1188000,6,2,2186.0,Manhattan,11412,19.419830032957105,20.377631484807644
House,948888,3,1,950.0,Manhattan,11235,20.408930658637416,15.348541305174715
Condo,735000,2,2,832.0,Brooklyn,11207,10.31875793078023,8.588638471551269
Multi-family home,1399000,13,5,6301.0,Brooklyn,11212,12.833957065499893,9.500286057463141
Co-op,3600000,3,4,1440.0,Manhattan,10021,2.092357833108666,8.121121835982528
Multi-family home,1850000,8,4,5000.0,Manhattan,10035,5.85005308662668,11.812634016908351
Co-op,789000,2,1,1440.0,Manhattan,10011,2.217326470658813,4.182305971891318
House,569000,3,1,2230.0,Manhattan,11429,21.409234238604746,22.655298046266687
Condo,1700000,2,2,1135.0,Manhattan,10014,3.3262999631941406,2.9089285238525893
Condo,12995000,4,4,4155.0,Manhattan,10013,4.488922539029698,1.7131999604923112
Co-op,295000,2,1,613.0,Manhattan,10031,7.712831858165724,13.910535857177809
Co-op,625000,1,1,650.0,Manhattan,10010,2.1825291542722782,4.437386218778864
Condo,399000,3,1,391.0,Manhattan,11102,5.224963713166944,9.839868497936603
Condo,5700000,3,4,2357.0,Manhattan,10013,4.21648620860648,2.0434042371629584
Condo,618000,3,2,1155.0,Brooklyn,11235,19.72384152009021,14.666037898715809
Co-op,149999,1,1,694.0,Bronx,10471,17.547786407780144,23.741606199951672
Condo,650000,3,1,550.0,Manhattan,10025,4.1992600540656495,10.3938928847421
Co-op,550000,1,1,1440.0,Manhattan,10025,3.8386841460254852,10.036851071319541
Co-op,279000,1,1,905.0,Bronx,10463,14.952199074618859,21.13023281933783
Co-op,399000,2,1,1090.0,Queens,11373,9.149480604869416,11.877462226740102
Townhouse,3695000,10,8,4087.0,Manhattan,10022,1.5459064257138673,6.505755899091038
Co-op,299000,3,1,394.0,Manhattan,10022,1.6459277987292058,6.751714934486414
Condo,239500,1,1,864.0,Staten Island,10301,15.317112284213446,9.371398439005759
Co-op,235000,1,1,850.0,Bronx,10463,15.514473622474954,21.694673186499575
House,680000,1,1,2230.0,Manhattan,10128,3.731859724698051,9.622704683552575
House,629000,3,3,1280.0,Manhattan,10304,18.73214590728797,12.626024978655778
Co-op,599000,2,2,964.0,Queens,11375,12.297371782716155,13.76825750099233
Townhouse,530000,3,2,1280.0,Manhattan,10304,17.834760445480164,11.725102207379111
Condo,1449000,4,2,1632.0,Manhattan,11249,7.009228150614142,4.292770659275613
Co-op,459000,1,1,845.0,Brooklyn,11216,9.708612486247983,6.304265582717604
Condo,745000,2,2,1155.0,Brooklyn,11221,8.664943400690074,6.092905022158834
Co-op,440000,2,1,964.0,Queens,11372,7.966603274499275,11.045937396554269
Condo,7750000,3,4,2855.0,Manhattan,10024,3.4162476882071164,9.608636738964284
Condo,990000,1,1,791.0,Manhattan,10069,2.415963654899479,8.479525924820777
Multi-family home,1150000,4,3,3262.0,Manhattan,11369,8.761480491658103,12.161195564751388
Condo,2300000,1,2,1100.0,Manhattan,10075,2.822000491123682,8.79128332528686
Condo,350000,1,1,738.0,Staten Island,10314,25.053736318615314,19.250569582277507
Multi-family home,1900000,5,4,3640.0,Manhattan,10030,7.455602702818518,13.627060800429819
Multi-family home,2498000,6,6,3184.0,Manhattan,11361,18.459196025475585,21.461677768905723
Co-op,3500000,3,2,1440.0,Manhattan,10011,2.7334154360043925,3.480594905510048
Co-op,245000,3,1,713.0,Manhattan,11375,11.856897250949908,14.083955396587442
Condo,8495000,3,4,4781.0,Manhattan,10013,4.70079266788655,1.5028396437689728
Condo,12500000,4,4,2938.0,Manhattan,10007,5.21704187036845,1.0032835814755119
House,849000,3,3,1621.0,Brooklyn,11214,19.127041006374156,13.357638547334126
Condo,1895000,3,2,1929.0,Manhattan,10019,0.7457361166549241,6.745015941939094
Co-op,189900,1,1,600.0,Brooklyn,11223,18.39625129862341,13.001287170960548
Co-op,5500000,3,4,1440.0,Manhattan,10128,3.4540458543644976,9.478797001329253
Multi-family home,999000,5,4,1980.0,Manhattan,10465,15.868868177422463,20.76462175102694
Condo,2195000,3,2,1708.0,Manhattan,10022,1.310244211874143,7.106693999780779
Multi-family home,1260000,7,2,2000.0,Manhattan,11204,15.603096613535982,9.775561672845214
Co-op,675000,1,1,1440.0,Manhattan,10011,2.1787353718242155,4.298056675620272
Co-op,229000,1,1,650.0,Brooklyn,11209,14.62223238661002,8.469781809115856
Multi-family home,1275000,6,5,2500.0,Manhattan,10312,29.90618656721707,24.072346516895575
Condo,5495000,5,4,4014.0,Manhattan,10007,5.288964093886058,0.9212524715465417
Co-op,850000,2,2,845.0,Brooklyn,11201,6.9243966877546965,2.013820132647568
House,450000,4,3,2230.0,Manhattan,10466,18.00387392337456,24.008955411822782
Multi-family home,950000,3,2,3262.0,Manhattan,11369,9.044603711065976,13.016163543167172
House,730000,4,3,1648.0,Manhattan,11412,19.968194483041486,20.837851217324285
Condo,830000,2,2,951.0,Queens,11361,18.029231845692266,20.988264193946893
House,829000,5,4,2230.0,Manhattan,11433,18.3128137648491,18.8703444434216
Condo,555000,3,1,1786.0,Manhattan,10024,2.817977796905444,9.00884412685155
House,888000,4,2,2230.0,Manhattan,11001,23.814649003511345,25.9211173583915
Multi-family home,1149000,6,3,2600.0,Manhattan,11694,23.307699624908146,19.829310811472947
Condo,499000,2,1,825.0,Brooklyn,11209,16.052238931232722,9.857673923401235
Condo,450000,2,1,1249.0,Queens,11692,25.02284489030108,22.57686439731436
Multi-family home,3900000,6,3,3262.0,Manhattan,11413,21.55997044770643,21.30292449209061
House,558000,3,2,1108.0,Manhattan,10308,27.080197869849197,21.013528923251787
Multi-family home,1695000,4,2,3262.0,Manhattan,11215,9.114531411325455,3.735661518515514
Co-op,940000,3,2,964.0,Queens,11372,8.25314608672704,11.622189888291867
Condo,539000,2,2,821.0,Brooklyn,11229,16.36640677315804,11.450439406497972
Co-op,99000,1,1,859.0,Bronx,10452,10.072116866501196,16.190600788755447
Co-op,995000,3,2,1300.0,Manhattan,10075,2.7584390625558455,8.781935686345005
Condo,2550000,3,2,2400.0,Brooklyn,11231,9.257361263222343,3.3772372611737076
Co-op,345000,2,1,1000.0,Manhattan,11214,19.08227119293626,13.37438372984323
House,879000,4,2,2240.0,Manhattan,10306,23.716193058527384,17.628077381857924
Co-op,945000,2,1,1440.0,Manhattan,10023,2.5202368506811115,8.669729811180233
House,939999,3,2,3096.0,Manhattan,11429,21.999525925899498,23.47011089747743
Co-op,500000,3,2,1200.0,Manhattan,11374,11.03437743869064,13.007202327550626
Co-op,475000,1,1,1440.0,Manhattan,10025,4.021551342470994,10.216077679305908
House,1288000,3,4,2230.0,Manhattan,11370,8.173823072385744,12.34326754658343
Multi-family home,3099000,36,16,12460.0,Manhattan,11220,13.08013781635182,7.044339948628317
Townhouse,1238000,3,2,1500.0,Manhattan,11375,11.82439934946226,13.995183704301137
Co-op,1450000,2,2,1440.0,Manhattan,10023,1.489807037936997,7.688470891198736
Co-op,370000,2,1,800.0,Brooklyn,11228,17.483882228774725,11.433024668437602
Condo,595000,1,1,574.0,Manhattan,10027,6.541776717955611,12.643496180598223
Condo,2799000,3,3,2350.0,Manhattan,11215,10.163051125831823,4.469275340609166
Co-op,289000,1,1,520.0,Brooklyn,11209,14.534770632101964,8.336981788355464
Co-op,595000,1,1,1440.0,Manhattan,10009,4.21514297988581,3.04436463836488
Co-op,2095000,4,4,1440.0,Manhattan,10022,1.8068710824042686,6.917236935407498
Co-op,585000,3,1,1050.0,Manhattan,11372,8.771371729384077,11.852652897988605
House,699000,3,2,1538.0,Manhattan,10314,22.751231128406513,17.210595989630686
Condo,340000,1,1,850.0,Brooklyn,11224,20.160078220489044,14.59302066696984
Condo,15500000,5,5,4193.0,Manhattan,10075,2.8042833626136265,8.806572459519872
Co-op,199999,1,1,550.0,Brooklyn,11229,16.964106427172243,11.810138293162858
Co-op,799000,2,2,1043.0,Brooklyn,11201,6.702178041269868,1.923661153315792
House,888888,4,3,2088.0,Manhattan,10308,26.990468248598688,20.923365379176385
House,1690000,3,2,1536.0,Manhattan,11229,17.489534819370412,12.467788567777246
Condo,8950000,2,2,2270.0,Manhattan,10011,2.268295037698596,4.007114503215224
House,1449000,3,4,3600.0,Manhattan,10301,19.21045547347728,13.270177391025664
Condo,1295000,2,2,1160.0,Manhattan,10128,3.8807970280002992,9.77749762465749
Co-op,599000,1,1,800.0,Manhattan,10002,4.974896852312573,2.658018461568751
House,628000,3,2,960.0,Manhattan,10305,21.02452776426563,14.8858942828853
Condo,593000,2,2,1312.0,Staten Island,10305,17.320253566158428,11.142499671722222
House,634900,2,2,2230.0,Manhattan,11429,20.22170608013264,21.568418736764336
Condo,499900,2,2,960.0,Manhattan,10306,22.5592919908936,16.40075883649445
Condo,540000,3,1,509.0,Manhattan,10016,1.3722257337797352,5.345123804015718
House,1950000,3,2,2230.0,Manhattan,11432,17.089959805544115,18.66219676363408
Co-op,379000,2,1,964.0,Queens,11374,10.927166905227024,12.653070869068804
Co-op,299000,1,1,800.0,Queens,11373,10.105942009968718,12.276869422609767
Multi-family home,850000,6,3,2230.0,Manhattan,10463,14.794633997450106,20.937986633304728
Multi-family home,899000,4,3,1892.0,Manhattan,11236,15.415323543689635,11.876588947307877
Multi-family home,1299000,10,6,4500.0,Manhattan,11220,13.900918722697984,7.729454143160625
House,699000,3,3,2230.0,Manhattan,10473,13.337950999547974,18.395196632442765
Condo,579000,2,2,750.0,Queens,11355,13.745733899890269,16.644891975264684
House,585000,3,2,1008.0,Manhattan,10302,19.53256873529837,14.107759010029639
Co-op,579000,2,1,964.0,Queens,11372,8.717481831884752,11.909473654525437
Multi-family home,499000,3,3,3262.0,Manhattan,11236,14.961695128998084,11.34900982312004
House,1250000,3,2,2072.0,Manhattan,10304,16.223523745395028,10.204760778588975
Multi-family home,899000,4,3,3262.0,Manhattan,11368,10.895496722621731,13.407233786283255
House,599000,3,2,780.0,Manhattan,10305,20.80158932810986,14.638695441106936
House,779000,4,2,2188.0,Manhattan,10301,15.103115055435754,9.206427031427124
Townhouse,25000000,6,6,4087.0,Manhattan,10065,1.5747701834995111,7.465739573139875
Co-op,1195000,2,2,1440.0,Manhattan,10024,2.9765969189482777,9.17505799475562
Condo,1995000,2,3,1838.0,Manhattan,10009,4.282064358087863,2.963275047684285
Co-op,564900,1,1,769.0,Brooklyn,11201,6.824142060160542,1.9682882143791027
Multi-family home,1250000,6,4,3262.0,Manhattan,11207,11.786568713184781,10.302242788919083
Condo,15000000,4,4,1786.0,Manhattan,10036,0.365955668883335,6.028854031110001
Multi-family home,1399000,4,3,2283.0,Manhattan,11103,5.987338047364617,9.860803658050807
House,1250000,4,2,3160.0,Manhattan,10306,21.783213325942864,15.691526422630147
Co-op,335000,1,1,1440.0,Manhattan,11372,8.361818068123311,11.682392908395515
Multi-family home,685000,4,2,2000.0,Manhattan,10459,9.828301680989831,15.583087208528683
Co-op,279999,2,1,666.0,Brooklyn,11235,19.905835161498448,15.003891677429554
Co-op,418000,2,1,964.0,Queens,11375,12.124268394503414,13.17284872561646
Multi-family home,1780000,10,7,3262.0,Manhattan,11377,7.828057062150957,10.469562234609638
Condo,520000,2,1,741.0,Manhattan,10033,11.369575790311528,17.56517386542831
House,599900,3,2,1248.0,Manhattan,10314,23.203737470357133,17.425042851884484
Multi-family home,885000,6,5,2680.0,Manhattan,10473,12.045088136441894,17.516909887668724
Co-op,258000,1,1,650.0,Brooklyn,11235,20.429778599462896,15.01246885784019
Condo,700000,2,2,1124.0,Queens,11357,16.479152131463643,20.50345841823596
Multi-family home,25750000,6,6,3262.0,Manhattan,10021,2.515501325296328,8.530316829499801
House,999000,4,3,2230.0,Manhattan,11004,23.658970478107317,26.08751635206349
Condo,500000,1,1,720.0,Manhattan,10035,5.931341161700486,11.883451232776121
House,695000,3,2,1926.0,Manhattan,11208,13.89311506715856,12.532988713442107
Co-op,215000,3,1,1440.0,Manhattan,11374,10.72961660737189,12.74504905678756
House,759000,3,1,2230.0,Manhattan,11379,9.923462618564615,10.639041949370805
Co-op,375000,1,1,1185.0,Staten Island,10301,15.3687241198935,9.336848797961249
Multi-family home,2700000,24,24,18936.0,Brooklyn,11203,13.660345612170715,9.187771058017612
Co-op,389888,1,1,730.0,Manhattan,11372,7.855285630807371,10.819823944367219
Co-op,285000,1,1,900.0,Brooklyn,11235,19.819172040415594,14.33359804442054
Co-op,2795000,4,2,1440.0,Manhattan,10025,4.448555485866354,10.642041350605314
Condo,674999,3,1,1299.0,Staten Island,10301,15.142327909328385,9.125464512493409
Townhouse,12995000,4,4,5608.0,Manhattan,10021,2.173205688243017,8.022871855970093
House,759000,3,2,1260.0,Manhattan,11234,16.801236201078886,12.74287925870269
Condo,995000,2,2,1030.0,Brooklyn,11215,10.386119941637272,4.7100229052953795
Co-op,229000,1,1,845.0,Brooklyn,11235,19.300394725255142,14.12333830751985
Co-op,239000,1,1,800.0,Bronx,10463,14.97593396400274,21.152828285936486
Co-op,315000,2,1,1440.0,Manhattan,10037,6.914978764701167,12.996810468002515
House,1100000,5,3,2192.0,Manhattan,11414,16.917870335591495,15.167743246800484
Co-op,225000,1,1,964.0,Queens,11105,6.704599214606531,11.437424250828103
House,868000,3,2,1484.0,Manhattan,10306,22.161084171995427,16.035452246468434
Multi-family home,1380000,5,3,3262.0,Manhattan,11369,9.762015224552307,13.20774333063352
House,1100000,4,2,1800.0,Manhattan,10307,35.14281188157872,29.368559563057637
Co-op,865000,1,1,1440.0,Manhattan,10016,1.719891859357169,4.6658413629462805
House,749000,3,2,1800.0,Manhattan,10314,20.210514117339006,14.377540100721067
Multi-family home,775000,5,2,1600.0,Manhattan,10465,15.78065863994264,20.51207179335246
Co-op,2395000,2,2,1650.0,Manhattan,10022,1.717735208356069,6.948689007552459
Multi-family home,2300000,8,6,4000.0,Manhattan,11228,16.87170138074097,10.858204673612182
Condo,700000,1,2,900.0,Manhattan,10030,7.72880660920668,13.90147370269343
Condo,450000,3,1,494.0,Brooklyn,11220,12.675253646151708,6.605595201821112
Co-op,280000,3,1,1440.0,Manhattan,10028,3.4233362511784353,9.038214918369775
Condo,3890000,3,4,2446.0,Manhattan,10017,1.31170179720335,5.944768492969152
Co-op,198000,1,1,964.0,Queens,11374,11.437025228757474,12.739107985905767
House,1099000,3,2,1092.0,Manhattan,10305,18.784382494030783,12.614486989449015
Co-op,779000,1,1,800.0,Manhattan,10024,3.7579724252483775,9.9362854159168
Multi-family home,1880000,5,2,1850.0,Manhattan,11204,15.627653994764788,9.804698203666138
House,509000,3,1,1100.0,Manhattan,10465,16.108990091365925,20.83978677666356
Condo,499000,1,1,845.0,Brooklyn,11230,16.589639826183824,11.479392251691472
Co-op,204888,3,1,964.0,Queens,11375,11.93276002251249,13.677283298322848
Multi-family home,1499000,8,3,3300.0,Manhattan,10466,19.261954772111736,25.266061254804722
House,1295000,8,3,3050.0,Manhattan,11235,20.185035088984456,14.861325343288017
Condo,395000,1,1,519.0,Manhattan,11367,13.587396872132885,15.289976573468032
Multi-family home,760000,4,2,1490.0,Manhattan,10305,18.214646572816658,12.064082813178086
House,988000,4,3,1552.0,Manhattan,11366,15.236203510636676,16.963075411267475
Condo,528000,2,1,753.0,Manhattan,11367,13.587396872132885,15.289976573468032
Multi-family home,949000,5,4,3262.0,Manhattan,11207,13.235434410060448,11.140033826511507
Condo,420000,2,1,840.0,Staten Island,10314,23.456927315247565,17.76329013572468
Condo,1750000,3,2,1494.0,Manhattan,10024,2.9525275465747463,9.139586707402566
Co-op,268000,1,1,850.0,Queens,11354,13.535558128516923,17.191747085048963
House,849000,3,2,2230.0,Manhattan,11368,11.522447214090452,13.85296339126754
Multi-family home,1095000,3,2,3262.0,Manhattan,11103,6.191883101731235,9.992434316039533
Condo,4295000,3,2,2615.0,Manhattan,10019,1.1166680541453047,7.237338943843535
Multi-family home,720000,3,2,3262.0,Manhattan,11418,15.98719368919191,16.138990361516974
House,729999,3,2,1056.0,Manhattan,11436,18.500184087373174,18.36699565342654
Co-op,425000,3,1,1440.0,Manhattan,10025,4.300554978968101,10.500998747070955
House,848000,3,3,1080.0,Manhattan,11204,15.686258455822793,9.832027190633637
Co-op,213000,3,1,430.0,Brooklyn,11230,13.94506413789371,8.685151137448527
Multi-family home,795000,3,2,1725.0,Manhattan,11233,10.577812353197011,8.21772162869239
Condo,1350000,2,1,1786.0,Manhattan,11217,8.78092207058998,3.843822419075011
Co-op,649000,2,2,1500.0,Queens,11005,22.734544513796447,25.377015662937193
Co-op,439000,2,1,900.0,Queens,11360,17.479764350040995,21.228708035139622
Multi-family home,1699000,5,5,3262.0,Manhattan,11105,6.646732055992447,11.060540336768547
Condo,2375000,2,2,986.0,Manhattan,11101,3.6310339179226805,7.146008448433143
Co-op,349999,1,1,964.0,Queens,11374,10.958091585947521,12.869630833692915
House,425000,2,1,2230.0,Manhattan,11436,18.05972342473827,17.938621820160517
House,1650000,3,4,2272.0,Manhattan,11235,20.27396805725472,15.224171312726014
Co-op,1150000,1,1,984.0,Brooklyn,11201,7.206302247640041,1.6096829379687876
House,2399000,5,5,2230.0,Manhattan,11234,17.67330910509941,13.608847935041224
Multi-family home,989000,8,5,3252.0,Manhattan,10466,17.734712936833255,23.688790225525054
Co-op,318888,1,1,875.0,Queens,11368,10.99930926158241,13.184896837442976
Co-op,799000,2,2,1549.0,Queens,11005,22.734544513796447,25.377015662937193
Co-op,489000,2,1,950.0,Brooklyn,11209,16.052238931232722,9.857673923401235
Co-op,398000,2,1,900.0,Brooklyn,11209,14.421216566038773,8.238598969569125
House,1190000,3,2,1088.0,Manhattan,11235,20.373009335604902,15.285210933721181
Townhouse,795000,5,2,4087.0,Manhattan,11208,13.78808582415341,12.136336356436518
Multi-family home,750000,3,4,3262.0,Manhattan,11203,13.264625476086822,9.23836125499058
Condo,899999,3,3,1750.0,Queens,11354,14.10376325755292,17.393243072394224
Condo,1325000,3,2,1597.0,Brooklyn,11209,16.451626554082004,10.264850678475362
Townhouse,595000,1,2,846.0,Brooklyn,11213,10.061540905462177,6.736401616606579
Multi-family home,10700000,42,43,27152.0,Manhattan,10302,19.707094019429135,14.238678267600793
Condo,330000,1,1,726.0,Staten Island,10301,17.29284481349601,11.428416525362033
Condo,2998000,3,3,1763.0,Manhattan,11109,2.7313722969112293,6.2792564765480625
Co-op,425000,2,1,845.0,Brooklyn,11206,7.717553444468279,6.121903955466842
Co-op,345000,2,1,1000.0,Bronx,10463,14.832867603488081,21.02460217342617
Condo,999000,2,2,1187.0,Queens,11355,13.126397683762312,16.1143963748001
Co-op,135000,2,1,750.0,Bronx,10459,10.681747140273872,16.359709864012633
Condo,261250,2,1,857.0,Bronx,10459,10.855342335299175,16.56133150190994
Condo,728000,3,2,1450.0,Queens,11377,7.500837983004033,10.2093531157224
Condo,1950000,3,3,1300.0,Manhattan,10028,3.4284407351550614,9.224845906956118
Co-op,600000,2,2,900.0,Manhattan,10033,11.322698071213749,17.51993710182149
Condo,569000,1,1,739.0,Brooklyn,11223,17.19048416359067,11.64014634796182
Co-op,749000,1,1,1440.0,Manhattan,10012,4.159425883903196,2.0611193227002023
Multi-family home,1138000,5,3,1026.0,Manhattan,11219,15.010771941175895,9.184166986515649
Multi-family home,1359000,11,6,2240.0,Manhattan,11221,9.405914635818263,8.17762953095934
Multi-family home,3720000,8,8,5500.0,Manhattan,10002,4.787096689250686,1.9433332922596294
Multi-family home,974998,7,2,3262.0,Manhattan,11208,12.686809821916135,11.192665547469273
Co-op,300000,3,1,600.0,Brooklyn,11218,13.563598724775437,8.271187611720427
House,729000,3,3,2230.0,Manhattan,11412,20.017251868785657,21.11566373413564
Co-op,750000,2,2,1440.0,Manhattan,10065,1.6147213163079976,7.428493461228196
House,599000,3,2,1120.0,Manhattan,10314,23.540675776498965,17.69191522957761
Townhouse,11950000,6,5,5336.0,Manhattan,10021,2.2905874002737523,8.2857815528231
Co-op,825000,1,2,1100.0,Manhattan,10128,3.9962450175576345,9.571671084013428
Co-op,289000,3,1,845.0,Brooklyn,11218,12.533897400758123,7.049976998738463
Condo,4750000,4,4,4100.0,Manhattan,10011,2.6027870609517016,3.62161613312111
Co-op,899999,2,1,1440.0,Manhattan,10003,3.1157938496748065,3.2793489173425203
Townhouse,868000,2,2,1152.0,Manhattan,11379,9.468273334940593,10.960982937558553
Condo,3995000,3,3,1637.0,Manhattan,10011,2.463821567799868,4.181794227580168
House,1500000,3,2,1240.0,Manhattan,11214,17.29402939018806,11.281770836190372
House,625000,4,2,2230.0,Manhattan,11234,15.139820700502955,10.71685323784913
Multi-family home,749900,5,2,1400.0,Manhattan,11208,12.93152619115869,11.532870950052388
Multi-family home,799000,6,4,2310.0,Manhattan,10466,18.88833526127554,24.903649499809642
Co-op,959000,3,4,1993.0,Queens,11005,22.229117860181187,24.87490966949413
Multi-family home,888000,5,3,2980.0,Manhattan,11203,13.560487695754572,10.06638826825941
House,725000,2,2,988.0,Manhattan,10306,22.20188612961305,16.10713281030705
Townhouse,19995000,7,6,8200.0,Manhattan,10028,2.8700927118306034,8.902337896037567
Condo,744000,2,1,890.0,Queens,11106,4.999857731798299,9.168211843484999
Condo,4595000,4,4,3052.0,Manhattan,10009,3.8684693086148303,3.1299299324611347
Co-op,475000,1,1,845.0,Brooklyn,11238,9.866448399746726,5.500592762133283
Co-op,189000,2,1,800.0,Bronx,10462,14.466354164683164,20.248369788997813
House,998888,4,3,2230.0,Manhattan,11436,17.82218900761643,17.872331964091874
Co-op,32000000,4,6,7500.0,Manhattan,10012,4.153163518408054,2.0523170543704756
Multi-family home,3250000,6,4,3059.0,Manhattan,11238,8.140094994196943,4.445339737292788
Multi-family home,769000,7,2,2100.0,Manhattan,10304,17.321862960098837,11.260191950141198
House,648998,3,2,1296.0,Manhattan,10469,16.285020846776785,21.998079285241477
House,1699900,7,5,2418.0,Manhattan,11207,10.017727616112827,8.64114020069821
Co-op,395250,1,1,650.0,Queens,11106,4.879742581565135,9.420655930451108
House,539000,3,2,972.0,Manhattan,10305,17.751700198687644,11.562539111491756
Townhouse,1348000,5,2,4087.0,Manhattan,11368,10.663832376894646,13.348557990335898
Condo,1450000,3,3,1855.0,Queens,11354,12.712095117664367,15.780564214394914
Co-op,465000,2,1,1440.0,Manhattan,11372,8.963982777946683,11.866458208543584
Condo,6500000,2,2,1639.0,Manhattan,10019,0.16642108471878345,6.367595382638199
Co-op,297000,1,1,800.0,Queens,11375,11.609517460213832,13.5494252105284
Co-op,244900,1,1,518.0,Queens,11004,22.681868962705465,25.176762720762802
House,2480000,4,4,5150.0,Manhattan,11357,14.728027497901552,18.901585752257592
Co-op,230000,1,1,964.0,Queens,11375,11.727681456911997,13.859904035504988
Condo,780000,2,2,825.0,Manhattan,11230,14.501057121778526,9.165927351723944
Townhouse,4875000,3,3,4087.0,Manhattan,10016,1.23458093717006,5.424793068894418
Co-op,539999,3,2,964.0,Queens,11372,9.25752976958316,12.568629474397135
Co-op,750000,2,2,1193.0,Bronx,10463,14.772598708478007,20.969836370954685
Condo,2249000,2,3,2321.0,Manhattan,10016,1.1568403549507729,5.2580718841588014
Co-op,270000,2,1,700.0,Queens,11101,6.66280132144158,11.396707527903024
Co-op,1950000,2,2,1440.0,Manhattan,10014,2.8732399627721867,3.5727877864561437
Co-op,240000,2,1,964.0,Queens,11421,12.98480514249712,13.164834719781327
Condo,628000,3,2,900.0,Queens,11373,9.130525406637275,11.383686618016409
Co-op,399000,2,1,964.0,Queens,11372,9.361778947298543,12.565536769778229
House,687000,2,1,2230.0,Manhattan,10465,16.58719970465382,21.34605506966052
Townhouse,588000,2,2,2000.0,Manhattan,10314,23.42565085819879,17.642008376885517
Multi-family home,825000,5,3,3262.0,Manhattan,10472,12.051801391121604,17.684355641326118
Condo,285000,2,1,835.0,Bronx,10462,13.923590207854799,19.503823543713533
Condo,595000,3,1,915.0,Brooklyn,11205,7.47576558417686,4.344059797803555
Condo,899000,2,2,1697.0,Staten Island,10301,15.142327909328385,9.125464512493409
Townhouse,2995000,5,2,4900.0,Manhattan,10030,7.413877117663987,13.574185714639983
House,1180000,4,3,2230.0,Manhattan,11366,17.598199843097834,19.61933587664826
Co-op,130000,1,1,905.0,Bronx,10468,13.533438792312404,19.668995653276685
House,849999,3,2,2230.0,Manhattan,11367,14.757379359419375,16.30724130062942
